0,date
56.771633,1998-01-01 00:00:00
28.259031,1998-02-01 00:00:00
19.337563,1998-03-01 00:00:00
21.934591,1998-04-01 00:00:00
19.74775,1998-05-01 00:00:00
17.550343,1998-06-01 00:00:00
17.728186,1998-07-01 00:00:00
77.00342,1998-08-01 00:00:00
136.037,1998-09-01 00:00:00
136.23329,1998-10-01 00:00:00
148.21185,1998-11-01 00:00:00
124.7605,1998-12-01 00:00:00
47.56198,1999-01-01 00:00:00
18.627913,1999-02-01 00:00:00
17.904295,1999-03-01 00:00:00
17.85658,1999-04-01 00:00:00
18.995705,1999-05-01 00:00:00
20.567974,1999-06-01 00:00:00
28.4084,1999-07-01 00:00:00
131.05542,1999-08-01 00:00:00
142.00484,1999-09-01 00:00:00
135.76138,1999-10-01 00:00:00
140.39168,1999-11-01 00:00:00
90.69552,1999-12-01 00:00:00
23.74117,2000-01-01 00:00:00
23.600677,2000-02-01 00:00:00
18.927328,2000-03-01 00:00:00
18.790573,2000-04-01 00:00:00
20.773003,2000-05-01 00:00:00
21.046352,2000-06-01 00:00:00
77.00342,2000-07-01 00:00:00
136.70241,2000-08-01 00:00:00
111.96348,2000-09-01 00:00:00
132.54382,2000-10-01 00:00:00
130.30177,2000-11-01 00:00:00
103.999756,2000-12-01 00:00:00
40.20438,2001-01-01 00:00:00
25.216007,2001-02-01 00:00:00
21.114687,2001-03-01 00:00:00
27.73621,2001-04-01 00:00:00
23.319677,2001-05-01 00:00:00
27.362732,2001-06-01 00:00:00
58.75105,2001-07-01 00:00:00
101.34205,2001-08-01 00:00:00
134.6094,2001-09-01 00:00:00
136.23329,2001-10-01 00:00:00
138.93036,2001-11-01 00:00:00
82.92627,2001-12-01 00:00:00
27.885592,2002-01-01 00:00:00
27.138632,2002-02-01 00:00:00
20.567974,2002-03-01 00:00:00
32.043175,2002-04-01 00:00:00
17.762213,2002-05-01 00:00:00
17.95201,2002-06-01 00:00:00
33.478775,2002-07-01 00:00:00
115.42156,2002-08-01 00:00:00
134.76926,2002-09-01 00:00:00
112.07879,2002-10-01 00:00:00
146.81998,2002-11-01 00:00:00
91.85397,2002-12-01 00:00:00
48.145416,2003-01-01 00:00:00
22.48109,2003-02-01 00:00:00
19.884466,2003-03-01 00:00:00
23.951899,2003-04-01 00:00:00
19.542662,2003-05-01 00:00:00
18.309837,2003-06-01 00:00:00
36.77583,2003-07-01 00:00:00
126.1763,2003-08-01 00:00:00
134.08766,2003-09-01 00:00:00
134.04741,2003-10-01 00:00:00
148.30998,2003-11-01 00:00:00
121.86956,2003-12-01 00:00:00
36.217453,2004-01-01 00:00:00
18.429722,2004-02-01 00:00:00
35.7707,2004-03-01 00:00:00
23.389929,2004-04-01 00:00:00
34.270725,2004-05-01 00:00:00
37.669098,2004-06-01 00:00:00
58.75105,2004-07-01 00:00:00
133.1973,2004-08-01 00:00:00
134.40913,2004-09-01 00:00:00
135.64299,2004-10-01 00:00:00
144.56331,2004-11-01 00:00:00
96.36907,2004-12-01 00:00:00
34.789673,2005-01-01 00:00:00
22.412783,2005-02-01 00:00:00
28.333717,2005-03-01 00:00:00
38.452393,2005-04-01 00:00:00
19.884466,2005-05-01 00:00:00
17.762213,2005-06-01 00:00:00
45.11075,2005-07-01 00:00:00
100.18603,2005-08-01 00:00:00
148.08078,2005-09-01 00:00:00
139.60847,2005-10-01 00:00:00
114.73016,2005-11-01 00:00:00
130.13345,2005-12-01 00:00:00
22.48109,2006-01-01 00:00:00
20.226236,2006-02-01 00:00:00
23.319677,2006-03-01 00:00:00
17.66891,2006-04-01 00:00:00
18.627913,2006-05-01 00:00:00
18.33369,2006-06-01 00:00:00
53.742638,2006-07-01 00:00:00
118.64672,2006-08-01 00:00:00
140.24315,2006-09-01 00:00:00
143.8275,2006-10-01 00:00:00
139.3455,2006-11-01 00:00:00
99.37665,2006-12-01 00:00:00
32.842308,2007-01-01 00:00:00
34.684196,2007-02-01 00:00:00
38.68479,2007-03-01 00:00:00
25.567072,2007-04-01 00:00:00
18.33369,2007-05-01 00:00:00
21.934591,2007-06-01 00:00:00
41.957256,2007-07-01 00:00:00
108.848915,2007-08-01 00:00:00
140.24315,2007-09-01 00:00:00
150.42403,2007-10-01 00:00:00
138.93036,2007-11-01 00:00:00
89.0732,2007-12-01 00:00:00
27.512129,2008-01-01 00:00:00
21.319681,2008-02-01 00:00:00
25.567072,2008-03-01 00:00:00
20.02118,2008-04-01 00:00:00
17.785006,2008-05-01 00:00:00
24.513779,2008-06-01 00:00:00
42.775032,2008-07-01 00:00:00
130.63751,2008-08-01 00:00:00
155.87015,2008-09-01 00:00:00
153.1702,2008-10-01 00:00:00
153.11089,2008-11-01 00:00:00
87.79811,2008-12-01 00:00:00
18.309837,2009-01-01 00:00:00
18.627913,2009-02-01 00:00:00
20.226236,2009-03-01 00:00:00
18.858952,2009-04-01 00:00:00
17.88044,2009-05-01 00:00:00
17.88044,2009-06-01 00:00:00
51.178085,2009-07-01 00:00:00
119.567764,2009-08-01 00:00:00
114.499664,2009-09-01 00:00:00
128.94647,2009-10-01 00:00:00
141.60507,2009-11-01 00:00:00
100.53285,2009-12-01 00:00:00
40.0875,2010-01-01 00:00:00
29.7543,2010-02-01 00:00:00
43.475872,2010-03-01 00:00:00
60.496883,2010-04-01 00:00:00
17.654089,2010-05-01 00:00:00
43.592667,2010-06-01 00:00:00
37.89239,2010-07-01 00:00:00
123.204185,2010-08-01 00:00:00
166.68343,2010-09-01 00:00:00
154.97032,2010-10-01 00:00:00
155.64705,2010-11-01 00:00:00
23.17917,2010-12-01 00:00:00
21.388008,2011-01-01 00:00:00
17.594809,2011-02-01 00:00:00
22.276163,2011-03-01 00:00:00
18.309837,2011-04-01 00:00:00
19.06408,2011-05-01 00:00:00
17.928152,2011-06-01 00:00:00
23.881659,2011-07-01 00:00:00
118.877,2011-08-01 00:00:00
150.73694,2011-09-01 00:00:00
134.08766,2011-10-01 00:00:00
112.655304,2011-11-01 00:00:00
72.8205,2011-12-01 00:00:00
